Listing Title,Listing SEO Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbrevation,Listing Region,Listing Region Abbrevation,Listing State,Listing State Abbrevation,Listing City,Listing City Abbrevation,Listing Neighborhood,Listing Neighborhood Abbrevation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Short Description,Listing Long Description,Listing SEO Description,Listing Keywords,Listing Renewal Data,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template,Listing DB id,Custom ID,Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Email,Account Contact URL
Bin 77 Bistro & SideBar,Bin 77 Bistro & SideBar Baton Rouge,info@bin77.com,https://bin77.com/,10111 Perkins Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70810,,,(225) 763-2288,"Bin 77 is a bistro and sidebar offering wines from around the world, great food, and a comfortable, inviting atmosphere. They also host live music and offer catering and private party options.","Bin 77 Bistro & Sidebar is regularly described by customers as inviting, relaxing, and experiential. They encourage wine tasting and sharing wine knowledge. They offer wines from around the world, great food, live music, catering, and private parties.",,,12/31/2050,Active,Silver,Restaurants->Tapas/Small Plates,Nightlife->Bars->Wine Bars,Restaurants->French,,,New Listing Template,,,,,,,,,,,,,,,,
The Beer Vault,The Beer Vault Denham Springs,thebeervaultds@gmail.com,https://www.facebook.com/TheBeerVault/,23610 LA Hwy 16,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 503-8474,"Local neighborhood sports bar. Friendly atmosphere, cold beer, shot specials, and no drama. Come enjoy an after work beer and say hello.",,,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,Nightlife->Bars->Whiskey Bars,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
George's Place,George's Place Baton Rouge,georgesplace@bellsouth.net,https://batonrouge.gaycities.com/2794-georges-place,860 Saint Louis St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 387-9798,"A friendly gay bar in Baton Rouge with karaoke, male dancers, and drag shows.","George's Place is a gay bar in Baton Rouge, Louisiana. It is known for its friendly staff, fair drink prices, karaoke, male dancers, and drag shows.",,,12/31/2050,Active,Silver,Nightlife->Bars->Gay Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Big Dog Saloon,Big Dog Saloon Denham Springs,,https://big-dog-saloon.wsite.top/,7857 Florida Blvd,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 998-1920,Sports bar with friendly bartenders and a relaxing atmosphere.,"Big Dog Saloon is a sports bar located in Livingston Parish, Louisiana. It offers outdoor parking, a parking lot, and a casual ambiance. Customers have praised the friendly bartenders, great drinks, and relaxing atmosphere.",,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Red Stick Social,Red Stick Social Baton Rouge,info.redsticksocial@gmail.com,https://redsticksocial.com/,1503 Government St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 223-6637,"Located inSide Mid City'S Electric Depot,
Red Stick Social iS the capital city'S premier entertainment venue.","WHAT IS RED STICK SOCIAL?
SOCIAL HOUSE
Baton Rouges newest live music venue in an intimate setting.Need to grab a coffee and catch up with friends? Laid back spot for a small meeting? Finish that pitch deck or term paper? Red Stick is the spot for you to stay connected with WiFi throughout.
LIVE MUSIC
Baton Rouges live music venue in an intimate setting.
FOOD & BEVERAGE
Locally inspired small plates with both indoor and covered outdoor seating, a pet-friendly beer garden, and rooftop patio. Breakfast, lunch, dinner, late night grub, Sunday brunch.
PRIVATE/GROUP EVENTS
Birthday parties, anniversaries, baby showers, holiday parties, special occasions or corporate events, let us tailor an unforgettable experience for groups of any size.
For private event inquiries please click here.
BOWLING
Featuring ten state of the art Brunswick lanes including four lanes in the VIP/private event area.
COMMUNITY EVENTS & IMPACT
We believe in supporting our local community and being activefrom hosting events to supporting local charities.we give back to those who support us.",,,12/31/2050,Active,Silver,Restaurants->American,Active Life->Bowling,Arts & Entertainment->Music Venues,,,New Listing Template,,,,,,,,,,,,,,,,
Beer Bellys,Beer Bellys Plaquemine,,,57945 Main St,,United States,US,,,Louisiana,LA,Plaquemine,,,,70764,,,(225) 238-2327,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
225 Crab Seafood & Bar,225 Crab Seafood & Bar Baton Rouge,,225crabbr.com,5252 S Sherwood Forest Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 250-5333,A seafood restaurant.,225 Crab Juicy Seafood and Bar is a Tex-Mex restaurant opening a seafood spot at 5252 S Sherwood Forest Plaza.,,,12/31/2050,Active,Silver,Restaurants->Seafood,Restaurants->Burgers,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
End-Zone Daiquiri & Bar,End-Zone Daiquiri & Bar Baton Rouge,,https://www.instagram.com/accounts/login/?next=%2Ftheendzonedaiquiribr%2F&source=omni_redirect,6224 Plank Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70805,,,(225) 355-5010,,,,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Bengal Tap Room,Bengal Tap Room Baton Rouge,,,421 3rd St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 778-5479,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Rocca Pizzeria,Rocca Pizzeria Baton Rouge,social@roccapizzeria.com,https://www.roccapizzeria.com/,3897 Government St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70806,,,(225) 478-1286,Rocca Pizzeria is a restaurant.,Rocca Pizzeria is a restaurant.,,,12/31/2050,Active,Silver,Restaurants->Italian,Restaurants->Pizza,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Side Porch Daiquiris Bar,Side Porch Daiquiris Bar Addis,b@sideporchbar.com,https://sideporchbar.com/,6641 La Highway 1 S,,United States,US,,,Louisiana,LA,Addis,,,,70710,,,(225) 330-4528,"Side Porch Daiquiris is a bar offering daiquiris in Addis, Louisiana.","Side Porch Daiquiris is a bar located at 6641 Louisiana Highway 1, Addis, Louisiana. They offer a variety of daiquiris and have contact information available on their website.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Pizza Art Wine,Pizza Art Wine Baton Rouge,info@pizzaartwine.com,https://www.pizzaartwine.com/,7673 Perkins Rd C1,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70810,,,(225) 408-5062,"Pizza Art Wine offers pizza, art, and wine in Baton Rouge. They also host live music and events.",Pizza Art Wine offers a unique dining experience with a focus on art and wine. They have a variety of pizzas and also offer live music and events.,,,12/31/2050,Active,Silver,Restaurants->Italian,Restaurants->Pizza,Nightlife->Bars->Wine Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Squeaky Pete's,Squeaky Pete's Baton Rouge,dustin@squeakypetesbr.com,https://www.squeakypetesbr.com/,326 3rd St,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70801,,,(225) 256-4754,Downtown Baton Rouge's #1 & Only Country Bar and Dance Hall,Downtown Baton Rouge's 1st and only country bar! Catch us honky tonkin' and grab a cold one!,,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Prince Smoke Shop,Prince Smoke Shop Baton Rouge,,https://www.instagram.com/princesmokeand/,9600 Florida Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70815,,,(318) 421-9296,Prince Smoke and Vape,"The Instagram page for Prince Smoke and Vape. The page has 17 posts, 174 followers, and is following 4 accounts.",,,12/31/2050,Active,Silver,Shopping->Vape Shops,Nightlife->Bars->Cigar Bars,Shopping->Head Shops,,,New Listing Template,,,,,,,,,,,,,,,,
Churchill's,Churchill's Baton Rouge,,http://churchillsbr.com/,2561 Citiplace Ct,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 927-4211,"A unique establishment in the heart of Baton Rouge. Buy a cigar, a bottle of wine or spirit in the retail area. Grab a...","A unique establishment in the heart of Baton Rouge. Buy a cigar, a bottle of wine or spirit in the retail area. Grab a...",,,12/31/2050,Active,Silver,Nightlife->Bars->Wine Bars,Nightlife->Bars->Cigar Bars,Restaurants->American,,,New Listing Template,,,,,,,,,,,,,,,,
Drew & Willie's Sports Bar,Drew & Willie's Sports Bar Denham Springs,,,6865 Magnolia Beach Rd,,United States,US,,,Louisiana,LA,Denham Springs,,,,70706,,,(225) 667-0205,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Sports Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Solera Bar & Tasting Room,Solera Bar & Tasting Room Baton Rouge,info@solerabr.com,https://solerabr.com/,4205 Perkins Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 256-4192,Restaurant and Wine Bar,The bar at Solera is the perfect place to meet and take in Baton Rougeâs most unique atmosphere. Order one of our custom cocktails or enjoy one of our amazing wines.,,,12/31/2050,Active,Silver,Restaurants->Tapas Bars,Nightlife->Bars->Wine Bars,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Brickyard South,Brickyard South Baton Rouge,broge15@gmail.com,http://www.brickyardsouth.com/,174 S Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70802,,,(225) 505-8733,"Baton Rouge Louisiana's unofficial official dive bar catering to local artists, musicians, service industry heroes, the Baton Rouge Zydeco hockey team and nice people who still like to have a few drinks, hang out and get weird.","Baton Rouge Louisiana's unofficial official dive bar catering to local artists, musicians, service industry heroes, the Baton Rouge Zydeco hockey team and nice people who still like to have a few drinks, hang out and get weird. Voted #1 Bar of All Time.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
The Bookstore,The Bookstore Baton Rouge,thebookstorebar@gmail.com,https://www.facebook.com/TheBookstoreBar/about_contact_and_basic_info,10466 Airline Hwy,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,,The Bookstore is a bar.,The Bookstore is a bar.,,,12/31/2050,Active,Silver,Nightlife->Bars->Cocktail Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Club Coozan,Club Coozan Baton Rouge,,https://rockitbandla.com/locations/club-coozan/,10920 Mead Rd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 295-3200,A live music venue in Baton Rouge associated with Rock-It band.,"Club Coozan is a venue located at 10929 Mead Road, Baton Rouge, Louisiana. It is associated with Rock-It band.",,,12/31/2050,Active,Silver,Nightlife->Bars,Nightlife->Dance Clubs,Nightlife->Karaoke,,,New Listing Template,,,,,,,,,,,,,,,,
Club Secret,Club Secret Plaquemine,info@barandclub.com,https://www.barandclub.com/united-states/louisiana/plaquemine/venues/club-secret,23090 W St,,United States,US,,,Louisiana,LA,Plaquemine,,,,70764,,,,,"Bar And Club is a nightlife marketing company transforming the way you discover the best spots to drink and party. By partnering with your favorite venues, we keep you informed and updated on happy hour specials and nightlife events in your area.",,,12/31/2050,Active,Silver,Nightlife->Bars->Pubs,,,,,New Listing Template,,,,,,,,,,,,,,,,
Frankie’s Dawg House,Frankie’s Dawg House Baton Rouge,,,6166 Siegen Ln,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70809,,,,,,,,12/31/2050,Active,Silver,Restaurants->American,Restaurants->Hot Dogs,Restaurants->Diners,,,New Listing Template,,,,,,,,,,,,,,,,
Clicks Billiards,Clicks Billiards Baton Rouge,,https://www.clicks.com/,5124 Corporate Blvd,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70808,,,(225) 925-0806,"CLICKS Billiards - Billiards, Games, Sports, Bar & Grill","At Clicks Billiards, our mission is to provide an entertaining space where friends and family can gather to enjoy great food, engage in friendly competition, and create lasting memories. Established in multiple vibrant locations, we take pride in offering a unique experience that combines delicious American fare with the excitement of billiards.",,,12/31/2050,Active,Silver,Nightlife->Pool Halls,Nightlife->Bars->Sports Bars,,,,New Listing Template,,,,,,,,,,,,,,,,
Coconut Willy’s Daiquiris,Coconut Willy’s Daiquiris Denham Springs,,,35055 Hwy 16,,United States,US,,,Louisiana,LA,Denham Springs,,,,70726,,,(225) 791-1955,,,,,12/31/2050,Active,Silver,Nightlife->Bars->Beer Bar,,,,,New Listing Template,,,,,,,,,,,,,,,,
Tiger Paw Daiquiris-LSU,Tiger Paw Daiquiris-LSU Baton Rouge,,https://www.instagram.com/tigerpawlsubenhur/,5635 Nicholson Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(225) 777-6889,LSU's newest drive thru daiquiri shop.,LSU's newest drive thru daiquiri shop. Open 7 days a week.,,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
Agave Blue Tequila & Taco Bar,Agave Blue Tequila & Taco Bar Prairieville,,https://www.agavebluela.com/,17097 Airline Hwy,,United States,US,,,Louisiana,LA,Prairieville,,,,70769,,,(225) 313-6376,"Mexican restaurant and tequila bar serving fresh, authentic food and handmade margaritas.","Agave Blue opened in Prairieville, LA on November 27, 2015, and it is run by husband and wife duo Stephanie and Sergio Rubio. Being partners in other restaurants, we also wanted to open our own concept so that we could be 100% ourselves, from our food down to the dÃ©cor. We have put our heart and soul into this entire place, which we consider a family restaurant because you will often see our children around or helping us out as well. We want parents to feel comfortable coming here with their families as well, as they will be welcomed by our family. In addition to our fresh authentic food, we also love the bar area that Stephanie runs. All of our margaritas are hand made with fresh ingredients, with the exception of our frozen and citrus on the rocks. We hand squeeze our lemon and lime juice, use fresh fruits, and use a high quality tequila el Jimador in all of our margaritas. We pride ourselves on the freshness of our drinks and our food. Sergio is very hands on and runs our kitchen. He also painstakingly chose each and every item for the menu making sure to be as authentic and fresh as possible. Being from Queretaro, Mexico, he has a great eye for flavor and a passion for food. We plan on adding special tacos from time to time, so be on the look out for our new ideas! We hope that everyone that comes here enjoys their visit and comes back again and again. Agave Blue is the Mexican Restaurant that has it all, and we think you will fall in love with Prairieville's best Taco & Tequila bar!",,,12/31/2050,Active,Silver,Nightlife->Bars,Restaurants->Tex-Mex,Restaurants->Mexican->Tacos,,,New Listing Template,,,,,,,,,,,,,,,,
Our Mom's,Our Mom's Baton Rouge,,https://www.ourmomsrestaurant.com/,250 W Lee Dr,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70820,,,(225) 456-5392,"Our Mom's Restaurant and Bar is the ideal place to grab family dinner and unwind after work. With rotating taps, handcrafted cocktails, and killer happy hour specials every night of the week, Our Mom's is perfect for your next celebration. Serving up burgers, salads, and everything in-between, Our Mom's offers a little dose of home in every bite.","With locations in Hammond and Baton Rouge, Our Mom's Restaurant and Bar is the ideal place to grab family dinner and unwind after work. With rotating taps, handcrafted cocktails, and killer happy hour specials every night of the week, Our Mom's is perfect for your next celebration. Serving up burgers, salads, and everything in-between,  Our Mom's offers a little dose of home in every bite. So come, relax, and have a drink with us...and remember... Nobody does it better than Our Mom's.",,,12/31/2050,Active,Silver,Restaurants->American,Restaurants->Salad,Nightlife->Bars->Cocktail Bars,,,New Listing Template,,,,,,,,,,,,,,,,
Dancers,Dancers Baton Rouge,dancersmensclub@ymail.com,https://www.instagram.com/dancersmensclub/,5755 Airline Hwy,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70805,,,(225) 355-6117,Urban Gentlemen's club in Baton Rouge.,"#1 Urban Gentlemen's club. Located at 5755 Airline Hwy Baton Rouge, LA. Must be 21+ years of age.",,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Skeeters'lounge,Skeeters'lounge Baton Rouge,swampdarts@skeeterslounge.com,http://skeeterslounge.com,10763 Old Hammond Hwy,,United States,US,,,Louisiana,LA,Baton Rouge,,,,70816,,,(225) 275-7513,Bar/Lounge in Baton Rouge. Possibly closed.,"Skeeters Lounge is located at 10763 Old Hammond Hwy Baton Rouge, LA. It appears to be a bar/lounge. It may be permanently closed.",,,12/31/2050,Active,Silver,Nightlife,,,,,New Listing Template,,,,,,,,,,,,,,,,
Swamp Shack Daiquiris,Swamp Shack Daiquiris Port Allen,,https://swampshackdaiquiris.com/,812 Lobdell Hwy,,United States,US,,,Louisiana,LA,Port Allen,,,,70767,,,(225) 364-2260,"Swamp Shack offers a variety of daiquiri flavors, over ice and gallon drinks, singles, 6-packs, 12-packs, and cases of premium domestic beer, non-alcoholic daiquiris, smoothies and so much more!","Swamp Shack Daiquiris in Port Allen, LA, offers 18 original daiquiri flavors, gallon-sized mixed drinks like Cajun Bloody Mary and Swamp Water Iced Tea, and 11 non-alcoholic daiquiris and smoothies. They promise one liter of liquor per gallon with great flavor. The establishment aims to provide a Swamp Feel and Cajun Atmosphere.",,,12/31/2050,Active,Silver,Nightlife->Bars,,,,,New Listing Template,,,,,,,,,,,,,,,,
